LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,default.payment.next.month
20000,1,2,1,60,-1,-1,2,0,0,8570,10651,9944,10142,9591,2620,0,500,380,1000,0
120000,1,1,1,51,0,0,2,0,0,125702,130461,131281,128594,117561,8300,4500,4260,4595,4311,0
150000,2,1,2,37,1,-2,-1,0,0,0,0,584,596,596,0,584,12,0,0,0
2.00E+05,2,2,2,43,0,0,0,0,0,180680,184436,188181,190775,196449,8155,8302,7225,10153,6987,0
20000,1,2,2,40,0,0,0,0,0,45429,47961,49562,4410,0,2819,2420,88,0,0,0
170000,2,3,1,36,0,0,0,0,0,85780,80568,79823,79335,79506,2906,3002,3000,3000,3500,0
150000,2,1,2,34,-1,-1,-2,-1,0,900,0,0,740,740,0,0,740,0,545,0
160000,1,2,2,30,-1,-1,-1,-1,-1,632,0,632,316,0,0,632,316,0,316,0
280000,2,1,2,32,-1,-1,-1,-1,-1,45536,11509,2110,2121,6789,11509,5000,2121,6789,14959,0
60000,1,1,1,42,2,0,0,0,0,39986,41036,42449,43243,48537,2000,2100,1800,6000,0,1
1.00E+05,1,3,1,44,0,0,0,0,0,39649,43608,46899,47447,48035,5000,5000,1554,1595,1686,0
360000,1,2,2,48,0,0,0,0,0,68032,63174,44536,80570,8333,4500,3000,50000,8400,8325,0
5.00E+05,2,1,1,44,-2,-1,0,0,0,71921,367979,294969,189612,128459,368199,6486,234,90,167116,0
290000,2,1,2,30,0,0,0,0,0,284239,284692,230891,232778,235004,11000,10000,8000,10000,8000,1
160000,2,1,2,31,-2,-2,-2,-1,-1,0,0,0,150,150,0,0,150,150,150,0
50000,1,2,1,47,0,0,0,0,0,22923,23264,23879,23960,24067,1400,1400,850,871,974,0
250000,2,2,1,35,0,0,0,0,0,27107,36565,39711,47523,52726,10000,10000,10000,6000,6000,0
350000,1,1,1,42,-1,-1,-1,-1,-1,3800,3138,4150,3750,1362,3138,4160,3750,2272,8210,0
1.00E+05,2,2,1,22,0,0,0,0,0,99415,101507,99511,99813,95816,4600,3478,3461,3461,3684,0
30000,1,2,2,33,1,2,0,0,0,31956,30425,30615,29304,28996,0,1753,1200,1041,1194,0
450000,2,1,1,36,1,-1,-1,-2,-2,0,2500,2500,0,0,2500,2500,0,0,0,0
20000,2,3,2,40,-1,-1,0,0,0,9755,894,5625,9625,12625,894,5000,4000,3000,0,0
30000,2,3,2,26,0,0,0,0,0,28063,29304,28047,26840,28271,1700,1407,1200,2000,2000,0
150000,2,3,2,47,0,0,0,2,0,103226,64671,64293,58024,59230,2627,4123,0,1304,1338,0
30000,1,2,1,36,1,3,2,0,0,22327,21696,21054,21315,21623,0,0,908,800,1000,0
10000,1,3,2,23,0,0,0,0,0,6001,4308,3421,3615,4402,2000,1500,400,1000,1000,0
50000,2,3,2,47,0,0,0,0,2,17569,18592,19621,21748,21262,1613,1642,2769,0,923,0
50000,2,1,2,22,0,-1,-1,-1,-1,4124,1070,0,1217,3766,1070,0,1217,3766,381,0
130000,2,2,2,23,2,2,2,0,0,6271,6871,7599,9459,10303,1500,1000,2000,1000,1000,0
50000,2,3,2,22,0,0,0,0,0,47066,45132,47756,28275,28082,2300,3862,2000,1100,1500,0
180000,2,2,2,25,0,0,0,0,0,177633,139415,136942,114632,117808,5203,30023,10024,10000,4458,0
30000,1,2,1,47,2,2,2,0,0,24081,29818,28966,26902,25426,6155,0,1030,1049,5000,1
60000,2,2,2,24,0,0,0,0,0,29717,28208,21372,18746,16745,2076,1500,1500,689,2000,0
2.00E+05,1,1,2,26,0,0,0,0,0,16811,21290,20207,23858,33236,5023,4007,5001,10020,5073,0
30000,2,3,2,23,0,0,-1,-1,-1,18292,18450,390,390,780,1000,390,390,780,0,0
320000,2,2,2,36,0,0,0,0,0,262613,164486,169691,188527,145676,10043,15005,21640,5004,11628,0
360000,2,1,1,37,-1,2,2,-2,-2,1605,1448,0,0,0,14,0,0,0,0,0
60000,2,1,1,39,0,0,2,0,0,56045,59524,58563,56831,53628,5000,2000,1000,3000,8000,0
50000,2,2,2,28,-2,-2,-1,0,0,13733,5570,2698,4640,6554,2037,2698,2000,2000,2000,0
30000,1,2,2,35,2,2,2,2,2,27143,28211,28654,27897,29587,1800,1200,0,2300,1200,0
50000,2,2,1,31,1,2,0,0,0,34644,33669,19124,18117,18496,0,1597,649,671,691,0
70000,2,1,2,24,0,0,0,0,0,42105,35575,32772,29766,29286,1614,2042,2002,1052,1055,0
310000,1,1,2,44,1,-1,-1,-2,-2,-42,7281,0,0,0,7323,0,0,0,0,0
170000,2,2,2,39,-1,-1,-1,-1,-1,2860,15643,1104,190,4786,15643,1108,191,4786,2714,0
150000,1,1,1,49,-2,-2,-2,-2,-2,111348,109115,102598,3039,-309,6000,4044,309,0,0,0
120000,2,1,2,30,-1,-1,-1,-1,-1,3333,0,3333,0,984,0,3333,0,984,984,0
1.00E+05,2,1,2,33,0,0,0,0,0,75374,44796,47294,38712,39304,2000,5000,1521,1595,2000,0
140000,1,1,2,41,2,2,2,0,0,138379,143684,139902,142729,142406,9000,0,6800,40000,5600,1
180000,2,3,1,47,-1,0,0,0,0,14525,13828,10394,17562,8495,1347,5000,10026,5000,785,0
20000,2,3,1,51,0,0,-1,0,0,19684,11580,780,780,0,1000,780,0,0,0,0
80000,2,2,2,25,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
2.00E+05,2,2,1,39,0,0,0,0,0,178665,133266,95836,85635,66137,3677,2441,1854,1567,5000,0
2.00E+05,1,2,2,27,0,0,2,0,0,25334,26203,25652,25162,24995,2204,1004,1004,1013,2018,0
30000,1,3,1,42,0,0,2,-1,-1,14617,20350,18456,4190,13702,6000,28,5000,13702,0,0
250000,2,2,2,40,-2,-2,-2,-2,-2,0,1069,-320,-320,1680,1069,320,0,2000,4058,0
50000,1,3,2,30,1,2,3,2,2,31217,33423,32600,31777,33966,3000,0,0,2700,1500,0
250000,1,1,2,31,-2,-2,-2,-2,-2,-23,3102,4438,3416,-4,3125,4455,3417,0,1408,1
140000,2,1,2,25,0,0,0,0,0,23409,24725,26006,26771,28179,2000,2000,1500,2000,2200,0
170000,2,2,2,31,2,-1,-1,0,0,520,1316,6779,3416,2941,1339,6779,2000,97,1002,0
240000,2,2,2,47,-2,-2,-2,-2,-2,316,21359,2762,10264,316,21359,2762,10318,316,17677,0
140000,2,1,1,37,0,0,0,0,0,135134,139178,139900,109665,108129,6703,6120,4015,4042,4057,0
50000,2,2,1,28,0,0,0,0,0,50998,51103,50262,20304,20319,2209,1726,710,724,733,0
240000,2,2,1,47,1,2,2,2,2,124425,131943,133457,134749,132651,10839,5000,4800,0,10000,1
420000,2,2,1,57,-1,-1,-1,-1,-1,666,2629,4352,1440,1486,2629,4360,2064,1486,2290,0
220000,1,1,1,53,-1,-1,-1,-1,-1,1136,642,1582,1109,3319,642,1582,1109,3319,2113,0
70000,2,2,1,28,0,0,0,0,0,44230,44348,28978,17008,13780,1747,1272,1212,1000,1020,0
90000,1,2,2,28,0,0,0,0,0,55779,51886,52495,47727,44404,2100,2166,1400,1534,1300,0
220000,2,1,1,40,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
2.00E+05,2,1,2,27,0,0,0,0,0,9314,6020,4817,2098,2280,2020,2817,1098,1280,3778,0
240000,1,3,1,55,0,0,0,0,0,229254,232693,189095,190481,194215,8737,7506,6501,6501,7001,0
310000,2,3,2,28,0,0,-1,-1,-1,19610,14746,28216,4245,3500,10000,28216,4245,3500,396,0
80000,2,2,1,34,2,2,2,0,0,76142,80627,76776,61884,55501,6611,1,3000,2504,2000,1
290000,2,2,1,38,0,0,0,0,0,144160,147451,150617,153351,156213,6000,6010,5600,5700,5700,0
260000,1,2,1,43,0,0,0,0,0,175247,164173,152724,153527,153375,8500,5950,4000,3000,6000,1
120000,1,1,1,43,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
260000,2,1,1,32,-1,-1,2,-1,-1,598,2268,2268,1732,718,2268,0,1732,718,165,0
360000,2,2,2,39,-1,2,2,-2,-2,655,655,0,0,0,0,0,0,0,0,0
30000,2,3,1,36,0,0,0,0,0,7963,9152,10282,10180,10394,1321,1451,349,362,343,1
30000,2,2,2,22,0,0,0,2,0,27444,29000,29886,28392,22612,2000,1800,0,1000,1000,1
20000,1,1,2,22,0,0,0,0,0,3281,4325,5341,5751,6500,1100,1100,500,1000,1000,0
240000,2,2,2,25,0,0,0,0,0,175764,178600,182639,186275,190337,6500,7000,6680,7070,6954,0
2.00E+05,1,2,1,31,7,6,5,4,3,254266,240966,228663,217600,208432,0,328,0,0,600,1
70000,1,2,2,38,0,0,2,0,0,27000,31809,29776,30148,29918,5600,0,1500,1057,2000,0
2.00E+05,2,1,2,23,-2,-2,-2,-2,-2,488,878,488,488,0,878,488,488,0,1915,0
150000,2,1,2,31,-1,-1,-1,0,0,18395,-2390,10042,129691,88173,312,20132,129665,127,315,0
160000,2,2,1,35,0,0,0,0,0,17742,12939,7035,4596,4635,2000,1000,500,1000,1000,0
180000,2,1,2,30,0,0,0,0,0,113647,52992,38394,30332,110824,3000,3170,2000,1.00E+05,5000,0
190000,1,2,1,39,0,0,0,0,0,144414,145572,142816,145463,147475,7000,6000,6000,5500,6000,0
20000,2,2,1,22,0,0,0,0,0,15749,16221,19836,14354,10962,1500,5000,500,500,246,0
150000,1,1,2,27,0,0,0,0,0,82494,83044,84752,84743,78987,3100,3500,3000,5000,3000,0
310000,1,2,1,35,0,0,0,0,0,7589,9463,12296,15083,17840,2000,3000,3000,3000,3000,0
180000,2,2,1,36,0,0,0,0,0,98736,96566,81166,72463,72189,6025,5000,6800,5000,5000,0
80000,2,2,2,24,0,0,0,0,0,81908,83597,157646,79061,79834,5501,3450,3000,3059,2915,1
350000,2,2,1,41,0,0,0,0,0,85339,84393,86793,84406,73976,5000,5016,5000,3000,3000,0
50000,2,2,1,47,0,0,0,0,-2,32547,33481,26775,0,0,1582,1800,0,0,0,0
90000,2,2,2,23,2,0,0,0,0,87669,86653,57819,30895,14543,3499,3000,3000,10000,2000,0
220000,1,2,1,35,0,0,-1,-1,-1,112460,29300,8500,0,8500,8500,8500,0,8500,8535,0
50000,2,1,2,25,2,3,2,2,2,43870,42891,43582,44561,45592,0,1700,2000,1900,1800,1
90000,1,3,1,46,-1,2,-1,-1,-1,1651,390,390,390,1848,0,390,1950,1848,1710,0
4.00E+05,2,2,1,30,0,0,-1,-1,-1,161226,139481,17939,10315,22728,5000,17939,12845,22728,11493,0
210000,2,3,1,40,-1,-1,0,0,0,2309,4791,4909,6588,9074,4791,1909,2588,3074,3651,0
180000,2,2,1,39,2,2,2,2,2,177113,180628,176137,183007,179505,7800,0,11700,0,3775,1
5.00E+05,1,1,1,55,-1,-1,-1,0,0,3925,11200,25509,9857,8945,11253,25585,3,18,5034,0
260000,2,2,1,39,2,0,0,2,0,228443,233958,252615,186443,190345,10698,24799,0,7035,7078,1
180000,2,2,2,26,0,0,0,0,0,7149,12946,16163,13142,9800,5946,3663,3159,3000,4857,0
180000,2,2,1,34,-1,-1,-2,-2,-1,8000,0,0,0,600,0,0,0,600,0,1
30000,2,1,2,24,0,0,0,0,0,22236,23574,24583,24915,25280,1696,1705,1037,915,929,0
360000,2,1,2,33,0,0,0,0,0,31482,31805,18203,13122,11547,5119,5007,5002,5005,5024,0
280000,2,1,1,47,-1,2,2,-1,0,2002,1311,0,430,430,0,0,430,0,550,0
1.00E+05,2,1,2,27,1,2,0,0,0,53213,50842,48205,47324,45723,6,2031,1800,2000,1900,1
50000,2,2,1,49,0,0,0,0,-1,49467,41877,20082,5329,3990,1472,1000,107,3990,2088,0
20000,1,3,1,31,0,0,0,0,0,17557,18739,19473,17136,0,1466,1200,343,0,0,0
80000,2,3,2,27,-2,-2,-2,-2,-2,1672,0,1672,836,0,0,1672,836,0,2902,1
110000,2,2,2,36,1,-1,-1,-2,-2,0,780,0,0,0,780,0,0,0,0,0
50000,1,1,3,25,1,-1,2,-1,0,6300,3395,3180,1831,1868,9195,0,1831,37,3300,1
50000,2,2,1,50,0,0,0,-1,-1,48119,48318,21750,4387,4392,1554,1028,4387,4392,9493,1
20000,1,1,2,33,0,0,0,2,0,16117,17130,18655,17687,18023,1285,2200,0,1000,1000,0
2.00E+05,2,3,1,41,0,0,0,0,-2,98184,103228,119034,0,0,5143,19034,0,0,0,0
250000,2,2,2,44,1,-1,-1,0,0,0,664,62791,48598,50078,664,65791,2000,2100,2000,0
150000,2,1,1,33,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
50000,1,1,2,23,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
2.00E+05,2,1,1,38,-1,-1,2,2,2,1779,1354,250,7250,2639,1354,0,7000,0,10500,0
220000,1,2,1,38,0,0,0,0,0,147048,137560,131090,121259,117003,6364,5892,5000,4369,4178,0
60000,2,2,1,36,-2,-2,-2,-2,-2,0,2426,3367,2898,11768,2426,3367,2898,11768,3983,0
1.00E+05,1,2,2,43,0,0,0,0,0,47730,47525,47184,46836,46529,1808,1728,1641,1673,1689,0
20000,1,3,3,46,0,0,0,0,0,15523,17264,18325,15680,0,2000,1500,500,0,0,0
140000,1,2,2,28,1,3,4,3,2,82265,86127,84107,82362,74000,5747,0,0,0,2600,1
50000,1,2,1,46,0,0,0,0,-2,48677,39756,30000,0,0,2000,3000,0,0,0,1
50000,1,1,2,28,0,0,0,0,0,28639,29482,30455,28955,25959,2100,2000,1000,600,3000,0
120000,2,2,1,30,-1,-1,-1,-1,0,686,686,686,1372,686,686,686,1372,0,836,0
120000,2,1,1,39,1,-2,-2,-2,-1,0,0,0,0,915,0,0,0,915,0,0
30000,1,2,2,38,0,0,0,0,0,28637,28711,29138,28852,28487,2002,2002,1503,2006,2005,0
180000,2,1,2,26,1,-2,-2,-2,-1,0,0,0,0,298,0,0,0,298,7550,0
5.00E+05,1,1,1,46,0,0,0,0,0,53049,66623,70194,68618,67300,16018,10000,4,333,1831,0
420000,1,1,1,44,0,0,0,0,0,337792,293987,294203,300314,258484,12011,6472,6711,5170,189740,0
20000,2,2,1,45,0,0,0,0,2,14296,15321,16333,17434,17013,1262,1274,1375,0,771,0
50000,2,2,2,24,0,0,0,0,0,39083,40150,41181,41996,43021,1700,1700,1501,1700,3400,1
260000,2,2,2,30,0,0,0,0,0,19674,17810,19753,21550,21032,2000,3000,3000,3000,3000,0
50000,1,2,2,27,0,0,0,0,-1,47481,36112,31992,33361,100,1910,1790,79,100,1200,0
50000,2,1,2,26,-1,-1,-1,-1,-1,750,0,3116,302,0,0,3116,302,0,5778,0
50000,2,2,2,49,0,0,0,0,0,43342,44441,45390,46310,47262,2100,2000,1113,1143,1159,0
1.00E+05,1,2,1,49,0,0,0,0,0,69896,71360,72820,74264,75821,2588,2644,2656,2752,2850,0
50000,2,1,2,24,4,3,2,2,2,38965,38063,38838,39598,40313,0,1700,1700,1500,1800,1
180000,2,1,2,27,0,0,0,0,0,174546,175121,150710,135981,136064,8269,6606,5000,4900,4900,0
240000,2,1,1,38,1,-2,-2,-2,-2,0,0,0,0,0,0,1.00E+05,0,0,0,0
30000,1,2,1,38,2,0,0,0,0,28484,29242,30037,29682,0,1905,1700,1108,0,0,0
30000,2,3,1,60,-1,3,2,0,0,5867,5621,4090,2829,2108,0,0,0,1801,0,1
270000,2,1,1,45,0,0,0,0,0,96175,88092,78574,70330,61355,3626,2700,3180,2300,2800,0
30000,2,3,1,57,-1,-1,-1,-1,-1,347,1353,78,135,68,1353,78,135,68,423,1
2.00E+05,2,2,1,31,-1,-1,-1,-1,-1,1319,4997,3635,130,1209,4997,3650,130,1209,938,1
40000,2,2,1,29,-1,0,0,-2,-2,8801,9544,0,0,0,1000,0,0,0,7922,1
360000,2,1,1,31,-2,-2,-2,-2,-2,0,18540,9007,9500,8675,18540,10000,10000,9000,6600,0
150000,2,3,1,57,-1,-1,-1,-1,-1,5483,9136,17348,6456,12256,9136,17348,6456,12256,8156,0
80000,2,2,2,24,0,0,0,0,0,9933,11111,9998,8950,9415,1370,1233,261,549,400,1
3.00E+05,2,1,1,32,1,-1,-1,-1,-1,-227,44791,-649,129798,558,45018,0,130447,560,524,0
220000,1,2,1,32,0,0,0,0,0,202010,103124,105226,107476,109746,3746,3820,4000,4000,4000,0
110000,2,2,1,42,-1,-1,-1,-1,-1,776,776,776,776,926,776,776,776,926,776,0
50000,1,1,2,30,0,0,0,0,0,11787,9720,8613,5173,5593,1300,1034,0,1200,0,0
50000,2,3,2,60,0,0,0,0,0,31164,32384,27553,28101,28690,1756,1445,993,1029,1054,0
230000,2,1,1,37,-1,-1,0,0,0,400,20123,20590,20029,17198,20123,1256,1000,1000,500,0
50000,1,1,1,27,2,2,2,2,0,43333,46308,47250,46192,46997,4000,2000,0,1700,2000,1
240000,2,2,3,39,0,0,0,0,0,171907,171394,68907,70164,70672,7200,3000,3000,2509,3000,0
130000,2,1,2,26,0,-1,-1,-1,-2,20054,1298,6712,-884,-6332,1298,6730,900,5448,0,0
160000,2,1,2,34,0,0,0,0,0,43729,43535,40799,41255,31766,2045,1809,1265,1154,1333,0
210000,2,1,2,31,0,0,0,0,0,121697,120133,118496,116033,114617,5000,5000,4036,5000,4000,0
210000,2,2,2,32,-1,0,0,0,-1,1952,2787,6316,6504,326,1526,4000,514,326,89599,0
330000,1,1,2,47,0,0,0,0,0,240063,242040,160008,160084,159453,9500,5591,5500,6000,6000,0
110000,2,2,1,51,0,0,0,2,2,10141,11472,12973,12468,13763,1500,2000,0,1500,600,0
120000,2,2,2,28,1,2,2,2,2,108993,111266,112056,112819,111298,5500,4100,4087,400,4000,0
1.00E+05,2,1,2,29,-1,-1,-1,-1,-1,5466,5652,9690,5286,8191,5652,9690,6916,8191,6412,0
210000,2,2,2,34,0,0,0,0,0,63672,57299,59336,61349,63366,2200,3000,3000,3000,3000,0
350000,2,1,2,31,0,0,0,0,0,181550,177978,164481,198545,232543,10000,20000,100048,60000,0,0
180000,2,2,2,25,0,0,0,0,0,141836,140792,144021,146539,149286,5124,6000,5300,5500,5500,0
150000,2,1,2,28,0,0,0,0,0,66296,61916,39614,39863,26379,3000,3005,5000,3000,5000,0
50000,1,1,3,37,1,2,0,0,0,49457,47080,45833,45310,6313,0,1200,1000,126,1000,0
230000,2,3,1,47,-1,-1,-1,-1,-1,5482,15900,1678,0,764,15900,1678,0,764,0,0
30000,2,2,1,39,2,2,0,0,0,9884,9586,10318,10522,11354,0,1200,375,1000,0,1
90000,2,2,1,24,2,2,2,2,2,86643,87249,86858,86373,85875,3881,3000,2800,1500,2299,1
390000,2,2,1,24,0,0,0,0,0,16406,16966,15428,13465,40736,1500,1500,1000,30000,2000,0
50000,2,2,2,25,2,2,2,2,2,15679,16228,17796,17213,18432,1100,2150,0,1500,1000,1
320000,1,2,1,39,0,0,0,-1,-1,51058,34619,18079,18077,1792,1240,1403,18084,1801,18352,0
20000,1,2,2,34,0,0,0,0,0,15907,17142,17844,18009,17356,1498,1200,365,347,344,0
2.00E+05,2,2,1,41,0,0,0,0,0,42292,43764,44030,48466,49183,3000,2000,5000,2000,3000,0
5.00E+05,1,1,1,40,-2,-2,-2,-2,-2,5255,721,17252,7388,6069,721,17252,7421,6069,0,1
190000,2,2,2,28,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
70000,2,1,2,25,2,0,0,0,0,5730,7625,9484,11317,13125,2000,2000,2000,2000,2000,1
220000,2,1,2,35,-1,-1,-1,-1,-1,8304,11526,1270,0,1121,11526,1282,0,1121,500,1
50000,1,2,2,28,0,0,0,0,2,28864,30090,31282,33350,32682,2000,2000,2900,0,1400,0
50000,1,2,1,37,0,0,0,0,0,15175,16505,17516,17926,18487,1579,1590,1000,1000,1000,0
50000,2,2,1,46,2,2,2,2,2,28390,29639,30854,30062,32705,2000,2000,0,3300,1500,0
70000,1,1,1,42,0,0,0,0,0,70730,58103,68197,50756,50843,3500,15000,3000,2000,1840,0
80000,2,1,2,26,0,0,0,0,0,66982,66130,67489,68535,66835,2986,3056,2787,2745,2564,0
50000,1,3,2,41,0,0,0,0,0,45487,45548,46076,19092,18227,1858,1685,659,658,656,0
150000,2,1,2,27,-1,-1,-2,-2,-2,1345,0,0,0,0,0,0,0,0,0,0
3.00E+05,2,1,1,36,-2,-1,-1,-2,-2,540,1283,843,0,444,1283,843,0,444,0,0
50000,2,1,2,25,0,0,0,0,0,10973,12092,13386,13663,14440,1300,1500,500,1000,1000,0
170000,2,2,1,42,0,0,0,0,-2,4600,6519,7360,2437,2881,2000,1000,2437,3103,2659,0
350000,1,1,2,37,-2,-2,-2,-2,-2,316,316,316,466,466,316,316,466,466,316,0
470000,2,2,2,33,0,0,0,0,0,43353,47682,46429,43405,42796,5000,2600,1500,1500,2000,0
20000,1,2,2,25,0,0,0,0,0,13610,14160,15200,14800,17800,1360,1400,0,3000,200,0
140000,2,2,2,26,1,-1,0,0,0,0,811,1633,1666,1700,811,1000,33,34,0,0
60000,2,2,2,23,1,2,2,0,0,45014,45698,39068,51205,54520,1774,0,12858,4166,2350,0
160000,2,2,2,23,0,0,2,2,0,122339,137278,136572,95115,96847,18518,3358,0,3200,8000,0
150000,2,1,2,26,0,0,0,0,0,101569,103688,107321,106614,108805,3756,5350,2562,2629,2669,0
20000,2,1,2,23,-1,-1,-1,-1,-1,292,780,0,593,0,780,0,593,0,0,0
210000,1,1,2,35,-1,-1,-1,0,-1,6808,4954,8739,5420,4450,4960,8747,8,4450,4064,0
50000,1,2,2,23,-1,-1,0,0,0,3352,18685,15868,11348,7822,18685,1105,500,500,500,0
210000,2,1,2,31,-1,-1,-1,0,0,15332,10000,19875,57751,25456,10000,19875,50000,15456,10625,0
280000,1,1,1,44,-2,-1,-1,-1,-1,593,1763,53669,4707,22014,1777,53934,4726,22102,12,0
3.00E+05,1,2,2,36,-1,0,0,-1,-1,15536,17923,27007,360,257,10000,10140,360,257,21346,0
230000,2,3,1,37,0,0,0,0,0,228342,189966,142377,143828,143698,6100,7000,5356,5400,5200,0
250000,1,2,1,47,-2,-2,-2,-2,-2,8996,18069,7966,3470,3128,18069,7966,3470,3128,2966,0
5.00E+05,2,1,1,36,-1,-1,-1,0,0,24170,8051,77908,50297,43679,8091,78192,65,33766,37945,0
50000,2,2,1,48,0,0,0,0,0,12592,12899,7313,8036,3949,2017,2000,1200,100,26984,0
50000,1,3,2,46,0,0,0,0,0,5942,5444,2464,2521,-1,1056,1000,57,0,168,0
150000,2,2,1,36,0,0,0,0,0,296846,301634,314201,84135,90500,7143,13700,15000,7500,0,0
180000,2,1,2,53,1,-2,-1,-1,-1,0,41300,41300,0,3270,41300,41300,0,3270,41300,0
450000,1,2,2,37,0,0,0,0,0,136655,146400,156049,164076,170885,13492,13641,12168,9650,9650,0
70000,2,2,3,24,1,2,0,0,0,4177,2657,2752,1048,462,0,1500,0,0,1123,0
110000,1,3,1,40,0,0,0,0,0,93357,94938,79368,74778,75996,4100,2612,2666,2700,2659,0
2.00E+05,1,1,1,43,1,2,0,0,0,203393,198272,120005,121023,128387,0,5812,4500,9352,4700,1
210000,2,2,2,37,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
320000,1,1,2,36,0,0,0,0,0,146201,129311,112151,84218,76058,5465,3137,52,2384,25094,0
20000,1,1,2,37,0,0,0,0,0,66599,67259,69521,16970,17326,2317,2579,606,628,649,1
130000,2,2,2,29,-1,-1,2,0,0,1110,1170,780,390,0,1170,0,0,0,780,0
20000,1,1,1,29,0,0,0,-1,-1,16961,16365,9342,556,19967,2000,1139,556,20191,1742,0
210000,1,1,1,39,-1,-1,2,2,-1,3391,775,450,125,800,1000,0,0,1000,0,0
30000,2,2,2,33,0,0,0,0,0,25498,26149,26716,26918,27089,1451,1408,1000,964,1136,1
60000,2,3,1,36,1,2,2,0,0,47987,48716,47632,48738,49601,1788,0,1894,1801,3997,1
110000,1,2,1,49,0,0,0,0,0,75565,64833,48586,48430,48150,4009,5000,2000,2000,2000,0
130000,1,1,2,32,-1,-1,-1,-2,-2,32236,41510,-1523,-1523,-1523,10000,0,0,0,50000,0
5.00E+05,2,1,2,38,0,0,0,0,0,74615,74399,68761,70260,70143,4010,6720,5000,5000,4000,0
5.00E+05,1,2,1,38,0,0,0,-1,-1,499231,511629,-311,6391,420,22600,501,6892,421,7695,1
1.00E+05,1,2,2,35,-1,2,2,-1,-1,8102,10252,5607,59265,62554,2500,0,59265,4100,2500,1
220000,1,1,2,25,0,0,-1,0,-1,29664,5995,8419,6523,508,1018,8424,20,878,1,0
50000,1,2,2,40,0,0,0,0,0,40561,97214,48890,8694,8876,18280,2284,311,322,323,0
5.00E+05,1,1,1,49,-1,-1,-1,-1,-1,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,0
50000,2,1,2,29,-1,-1,-1,0,-1,2459,2471,6015,5625,3056,2471,6015,0,3056,2439,1
2.00E+05,2,1,1,45,-2,-2,-2,-2,-2,1417,12643,3977,0,2500,12660,3977,0,2500,199,0
320000,2,2,2,50,-1,0,-1,-1,-1,5714,7870,342,-6,1252,3000,342,2,1500,0,0
450000,1,2,2,29,1,2,0,0,0,16524,12624,11239,10569,3868,676,1204,264,19,5000,0
